ratio_id,canonical_ratio_id,is_canonical_ratio,stage3_exclude,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,category,ratio_name_ko,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,formula_item_code_fingerprint,notes
R132,R132,True,False,,,,,,유동성,OCF/단기금융부채,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,단기금융부채,U01A811026700+U01A811027400,단기금융부채,DERIVED,0,False,False,derivable,단기차입금 + 유동성장기부채,단기차입금|유동성장기부채,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000|U01A811026700+U01A811027400|단기차입금|유동성장기부채,
R133,R133,True,False,,,,,,유동성,FCF/유동부채,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000+U01D206012400|U01A811026000|영업활동현금흐름|CAPEX_proxy,
R134,R134,True,False,,,,,,유동성,재고자산/유동자산,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_direct,U01A111038700|U01A111038600,
R135,R135,True,False,,,,,,유동성,매출채권/유동자산,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_direct,U01A111045400|U01A111038600,
R136,R136,True,False,,,,,,유동성,매입채무/유동부채,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동부채,U01A811026000,유동부채(IFRS)(천원)      유동부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,NaN,compute_with_flag,확장,available_direct,U01A811030700|U01A811026000,
R137,R137,True,False,,,,,,유동성,재고자산/매출액,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A111038700|U01B100000000,
R138,R138,True,False,,,,,,유동성,매출채권/매출액,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A111045400|U01B100000000,
R139,R139,True,False,,,,,,유동성,매입채무/매출액,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,상황별,NaN,compute_with_flag,확장,available_direct,U01A811030700|U01B100000000,
R140,R140,True,False,,,,,,유동성,순영업운전자본/매출액,순영업운전자본,U01A111045400+U01A111038700+U01A811030700,순영업운전자본,DERIVED,0,False,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01A111045400+U01A111038700+U01A811030700|U01B100000000|매출채권|재고자산|매입채무,
R141,R141,True,False,,,,,,유동성,영업운전자본/총자산,영업운전자본,U01A111045400+U01A111038700+U01A811030700,영업운전자본,DERIVED,0,False,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01A111045400+U01A111038700+U01A811030700|U01A100000000|매출채권|재고자산|매입채무,
R143,R143,True,False,,,,,,활동성,총자산회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,U01B100000000|U01A100000000,
R145,R145,True,False,,,,,,활동성,비유동자산회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균비유동자산,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01B100000000|U01A110000000,
R146,R146,True,False,,,,,,활동성,유동자산회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01B100000000|U01A111038600,
R147,R147,True,False,,,,,,활동성,자기자본회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_with_lag,U01B100000000|U01A600000000,
R148,R148,True,False,,,,,,활동성,타인자본회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,U01B100000000|U01A800000000,
R150,R150,True,False,,,,,,활동성,운전자본회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,True,False,derivable,유동자산 - 유동부채,유동자산|유동부채,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01B100000000|U01A111038600+U01A811026000|유동자산|유동부채,
R152,R152,True,False,,,,,,활동성,재고자산회전율,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,U01B200000000|U01A111038700,
R153,R153,True,False,,,,,,활동성,매출채권회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,U01B100000000|U01A111045400,
R154,R154,True,False,,,,,,활동성,매입채무회전율,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,U01B200000000|U01A811030700,
R155,R155,True,False,,,,,,활동성,순영업운전자본회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순영업운전자본,U01A111045400+U01A111038700+U01A811030700,순영업운전자본,DERIVED,0,True,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01B100000000|U01A111045400+U01A111038700+U01A811030700|매출채권|재고자산|매입채무,
R156,R156,True,False,,,,,,활동성,현금성자산회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,U01B100000000|U01A111050000,
R157,R157,True,False,,,,,,활동성,자본금회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자본금,U01A611000000,자본금(IFRS)(천원)      자본금(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,U01B100000000|U01A611000000,
R158,R158,True,False,,,,,,활동성,매출채권회전일수,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01A111045400|U01B100000000,
R159,R159,True,False,,,,,,활동성,재고자산회전일수,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01A111038700|U01B200000000,
R160,R160,True,False,,,,,,활동성,매입채무회전일수,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,U01A811030700|U01B200000000,
R163,R159,False,True,R159,exact_value_alias,재고보유기간 is identical to 재고자산회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,활동성,재고보유기간,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01A111038700|U01B200000000,
R164,R158,False,True,R158,exact_value_alias,매출채권회수기간 is identical to 매출채권회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,활동성,매출채권회수기간,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,U01A111045400|U01B100000000,
R165,R160,False,True,R160,exact_value_alias,매입채무지급기간 is identical to 매입채무회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,활동성,매입채무지급기간,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,U01A811030700|U01B200000000,
R169,R169,True,False,,,,,,성장성,매출액증가율,매출액_t,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액_t-1,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,핵심,available_with_lag,U01B100000000|U01B100000000,
R170,R170,True,False,,,,,,성장성,매출총이익증가율,매출총이익_t,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출총이익_t-1,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B201014400|U01B201014400,
R171,R171,True,False,,,,,,성장성,영업이익증가율,영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_with_lag,U01B430000000|U01B430000000,
R172,R171,False,True,R171,exact_value_alias,정상영업이익증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,성장성,정상영업이익증가율,정상영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,정상영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B430000000|U01B430000000,
R173,R171,False,True,R171,exact_value_alias,EBIT증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,성장성,EBIT증가율,EBIT_t,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,EBIT_t-1,U01B430000000,EBIT,DERIVED,1,False,False,derivable,영업이익,영업이익,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,U01B430000000|U01B430000000|영업이익|영업이익,
R174,R174,True,False,,,,,,성장성,EBITDA증가율,EBITDA_t,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,EBITDA_t-1,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,1,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_derived,U01B430000000+U01B350014100+U01B350014300|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비|영업이익|감가상각비|무형자산상각비,
R175,R175,True,False,,,,,,성장성,세전이익증가율,세전이익_t,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,세전이익_t-1,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B700000000|U01B700000000,
R176,R176,True,False,,,,,,성장성,순이익증가율,순이익_t,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,순이익_t-1,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B840000000|U01B840000000,
R177,R177,True,False,,,,,,성장성,총포괄이익증가율,총포괄이익_t,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총포괄이익_t-1,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B900000000|U01B900000000,
R178,R178,True,False,,,,,,성장성,OCF증가율,OCF_t,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,OCF_t-1,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01D100000000|U01D100000000,
R179,R179,True,False,,,,,,성장성,FCF증가율,FCF_t,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,FCF_t-1,U01D100000000+U01D206012400,FCF,DERIVED,1,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,U01D100000000+U01D206012400|U01D100000000+U01D206012400|영업활동현금흐름|CAPEX_proxy|영업활동현금흐름|CAPEX_proxy,
R180,R180,True,False,,,,,,성장성,총자산증가율,총자산_t,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산_t-1,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,핵심,available_with_lag,U01A100000000|U01A100000000,
R181,R181,True,False,,,,,,성장성,유동자산증가율,유동자산_t,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산_t-1,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,U01A111038600|U01A111038600,
R182,R182,True,False,,,,,,성장성,비유동자산증가율,비유동자산_t,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,비유동자산_t-1,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,U01A110000000|U01A110000000,
R184,R184,True,False,,,,,,성장성,자기자본증가율,자기자본_t,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본_t-1,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_with_lag,U01A600000000|U01A600000000,
R185,R241,False,True,R241,exact_value_alias,R185 and R241 are both 이익잉여금증가율 and value-identical in current Stage00_02 artifacts; keep R241 as current canonical selected growth variable.,duplicate audit / exact-value review,R185 weak-growth prior/floor policy must transfer to R241.,성장성,이익잉여금증가율,이익잉여금_t,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금_t-1,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01A615000000|U01A615000000,
R186,R186,True,False,,,,,,성장성,총차입금증가율,총차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,총차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,1,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채|단기차입금|장기차입금|사채|유동성장기부채,
R187,R187,True,False,,,,,,성장성,순차입금증가율,순차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,순차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,1,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,
R188,R188,True,False,,,,,,성장성,CAPEX증가율,CAPEX_t,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,CAPEX_t-1,U01D206012400,CAPEX,DERIVED,1,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,True,False,True,% 또는 차이,산업별,NaN,NaN,확장,available_derived,U01D206012400|U01D206012400|CAPEX_proxy|CAPEX_proxy,
R196,R196,True,False,,,,,,성장성,매출-자산 성장괴리,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,확장,available_with_lag,U01B100000000|U01A100000000,
R197,R197,True,False,,,,,,성장성,영업이익-매출 성장괴리,영업이익증가율,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01B430000000|U01B100000000,
R198,R198,True,False,,,,,,성장성,EBITDA-매출 성장괴리,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,U01B430000000+U01B350014100+U01B350014300|U01B100000000|영업이익|감가상각비|무형자산상각비,
R199,R199,True,False,,,,,,성장성,차입금-매출 성장괴리,총차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,True,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,낮을수록 우량,NaN,NaN,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B100000000|단기차입금|장기차입금|사채|유동성장기부채,
